25/4
125/4
5/4
625/4
3/2
162
5/2
250
2
256
27/4
243/4
3
108
2
128
4
128
7/2
343/2
3
216
9/2
486
8
64
9/2
54
3
81
3
96
15/4
375/4
8
128
4
128
9/2
162
5
125
6
144
3
288
6
144
6
432
4
64
4
64
6
108
6
108
6
108
9/4
729/4
9/2
243/2
27/4
243/4
4
256
8
128
15/2
675/2
8
32
25/4
125/4
6
54
6
72
5
80
8
64
3
144
3
162
6
108
8
128
54
9
9
243
9
324
15/2
450
6
36
6
48
3
72
9/2
54
6
36
6
96
10
100
6
144
6
192
12
96
5
200
10
100
21/2
294
6
81/2
6
54
9
27
8
64
27/4
243/4
4
64
6
48
45/4
225/4
8
32
12
48
15/2
90
10
80
125/2
10
12
72
9/2
243/2
10
100
9
81
81/2
27/2
15/2
150
6
144
12
72
15/4
675/4
15/2
225/2
12
144
45/4
225/4
12
192
12
216
5
250
21/2
441/2
12
216
9
486
9
36
6
48
12
36
9
54
8
32
54
12
6
96
8
128
16
64
14
98
21/2
126
27/2
162
8
128
7
196
14
98
15
225
6
288
12
288
12
144
9
27
8
32
9
54
16
32
6
48
12
72
9
36
12
24
8
64
6
81
12
54
16
64
27
18
12
96
12
72
9
96
18
48
6
108
15
75
27/2
162
15/2
375/2
33/2
363/2
12
216
12
576
8
32
12
48
12
54
18
36
27/4
243/4
12
48
27/2
81/2
81/4
81/4
9
72
9
72
16
64
12
54
6
108
9
108
12
96
18
54
12
72
36
18
8
128
64
16
12
144
15
180
15
300
27/2
729/2
9
27
12
24
8
32
12
24
12
48
8
32
12
36
16
16
18
18
75/4
75/4
32
16
16
32
9
48
25/2
50
20
40
6
72
12
72
9
54
9
81
18
72
36
12
8
128
96
12
16
64
10
125
243/2
18
15
150
6
216
12
144
72
18
20
200
15
270
15
225
10
400
20
200
21
882
8
32
8
32
12
36
27/2
18
9
24
12
18
15/2
135/2
27/2
54
15
45
45/2
45/2
12
72
9
72
10
100
20
50
45/2
225/2
10
160
18
144
80
20
9
216
108
18
27/2
18
12
24
9/2
54
25/2
50
12
48
24
24
